"Daily Mean Air Temperature ",,,
,,,
Date,Value,"Time Period","Climate Model"
2002/11/27,-6.05,1986-2005,HadGEM2-ES
2002/11/28,-3.28,1986-2005,HadGEM2-ES
2002/11/29,-4.42,1986-2005,HadGEM2-ES
2002/11/30,-5.85,1986-2005,HadGEM2-ES
2002/12/01,-7.83,1986-2005,HadGEM2-ES
2002/12/02,-4.22,1986-2005,HadGEM2-ES
2002/12/03,-0.2,1986-2005,HadGEM2-ES
2002/12/04,5.64,1986-2005,HadGEM2-ES
2002/12/05,0.61,1986-2005,HadGEM2-ES
2002/12/06,-2.3,1986-2005,HadGEM2-ES
2002/12/07,-1.38,1986-2005,HadGEM2-ES
2002/12/08,-3.26,1986-2005,HadGEM2-ES
2002/12/09,2.14,1986-2005,HadGEM2-ES
2002/12/10,5.08,1986-2005,HadGEM2-ES
2002/12/11,0.18,1986-2005,HadGEM2-ES
2002/12/12,-0.4,1986-2005,HadGEM2-ES
2002/12/13,-1.15,1986-2005,HadGEM2-ES
2002/12/14,2.56,1986-2005,HadGEM2-ES
2002/12/15,3.55,1986-2005,HadGEM2-ES
2002/12/16,3.95,1986-2005,HadGEM2-ES
2002/12/17,0.44,1986-2005,HadGEM2-ES
2002/12/18,-2.51,1986-2005,HadGEM2-ES
2002/12/19,-1.55,1986-2005,HadGEM2-ES
2002/12/20,-0.69,1986-2005,HadGEM2-ES
2002/12/21,2.7,1986-2005,HadGEM2-ES
2002/12/22,-1,1986-2005,HadGEM2-ES
2002/12/23,-7.64,1986-2005,HadGEM2-ES
2002/12/24,-6.36,1986-2005,HadGEM2-ES
2002/12/25,-1.35,1986-2005,HadGEM2-ES
2002/12/26,-4.95,1986-2005,HadGEM2-ES
2002/12/27,-1.76,1986-2005,HadGEM2-ES
2002/12/28,-2.27,1986-2005,HadGEM2-ES
2002/12/29,-7.34,1986-2005,HadGEM2-ES
2002/12/30,-8.67,1986-2005,HadGEM2-ES
2003/01/01,-6.4,1986-2005,HadGEM2-ES
2003/01/02,-11.33,1986-2005,HadGEM2-ES
2003/01/03,1,1986-2005,HadGEM2-ES
2003/01/04,3.37,1986-2005,HadGEM2-ES
2003/01/05,-0.36,1986-2005,HadGEM2-ES
2003/01/06,-1.86,1986-2005,HadGEM2-ES
2003/01/07,-8.7,1986-2005,HadGEM2-ES
2003/01/08,-6.81,1986-2005,HadGEM2-ES
2003/01/09,-0.27,1986-2005,HadGEM2-ES
2003/01/10,2.55,1986-2005,HadGEM2-ES
2003/01/11,-0.06,1986-2005,HadGEM2-ES
2003/01/12,-5.37,1986-2005,HadGEM2-ES
2003/01/13,0.26,1986-2005,HadGEM2-ES
2003/01/14,-0.86,1986-2005,HadGEM2-ES
2003/01/15,-2.12,1986-2005,HadGEM2-ES
2003/01/16,-0.64,1986-2005,HadGEM2-ES
2003/01/17,-11.54,1986-2005,HadGEM2-ES
2003/01/18,-10.55,1986-2005,HadGEM2-ES
2003/01/19,-4.56,1986-2005,HadGEM2-ES
2003/01/20,-7.6,1986-2005,HadGEM2-ES
2003/01/21,-10.63,1986-2005,HadGEM2-ES
2003/01/22,-9.67,1986-2005,HadGEM2-ES
2003/01/23,-1.1,1986-2005,HadGEM2-ES
2003/01/24,-3.57,1986-2005,HadGEM2-ES
2003/01/25,-9.52,1986-2005,HadGEM2-ES
2003/01/26,-11.38,1986-2005,HadGEM2-ES
2003/01/27,-12.7,1986-2005,HadGEM2-ES
2003/01/28,-10.64,1986-2005,HadGEM2-ES
2003/01/29,-7.56,1986-2005,HadGEM2-ES
2003/01/30,-9.86,1986-2005,HadGEM2-ES
2003/02/01,-7.21,1986-2005,HadGEM2-ES
2003/02/02,1.85,1986-2005,HadGEM2-ES
2003/02/03,-1.7,1986-2005,HadGEM2-ES
2003/02/04,-5.35,1986-2005,HadGEM2-ES
2003/02/05,-4.18,1986-2005,HadGEM2-ES
2003/02/06,-6.04,1986-2005,HadGEM2-ES
2003/02/07,-8.21,1986-2005,HadGEM2-ES
2003/02/08,-10.39,1986-2005,HadGEM2-ES
2003/02/09,-15.19,1986-2005,HadGEM2-ES
2003/02/10,-8.89,1986-2005,HadGEM2-ES
2003/02/11,-0.87,1986-2005,HadGEM2-ES
2003/02/12,-0.04,1986-2005,HadGEM2-ES
2003/02/13,0.61,1986-2005,HadGEM2-ES
2003/02/14,0.96,1986-2005,HadGEM2-ES
2003/02/15,0.75,1986-2005,HadGEM2-ES
2003/02/16,-3.5,1986-2005,HadGEM2-ES
2003/02/17,-5.98,1986-2005,HadGEM2-ES
2003/02/18,-6.96,1986-2005,HadGEM2-ES
2003/02/19,-6.23,1986-2005,HadGEM2-ES
2003/02/20,-1.29,1986-2005,HadGEM2-ES
2003/02/21,-0.95,1986-2005,HadGEM2-ES
2003/02/22,-1.31,1986-2005,HadGEM2-ES
2003/02/23,-0.6,1986-2005,HadGEM2-ES
2003/02/24,-3.01,1986-2005,HadGEM2-ES
2003/02/25,2.09,1986-2005,HadGEM2-ES
2003/02/26,1.54,1986-2005,HadGEM2-ES
2003/02/27,-6.1,1986-2005,HadGEM2-ES
2003/02/28,0.7,1986-2005,HadGEM2-ES
2003/03/01,-0.87,1986-2005,HadGEM2-ES
2003/03/02,-7.78,1986-2005,HadGEM2-ES
2003/03/01,-9.84,1986-2005,HadGEM2-ES
2003/03/02,-7.48,1986-2005,HadGEM2-ES
2003/03/03,-2.43,1986-2005,HadGEM2-ES
2003/03/04,-1.99,1986-2005,HadGEM2-ES
2003/03/05,-6.63,1986-2005,HadGEM2-ES
2003/03/06,-8.42,1986-2005,HadGEM2-ES
2003/03/07,-4.39,1986-2005,HadGEM2-ES
2003/03/08,2.68,1986-2005,HadGEM2-ES
2003/03/09,-2.18,1986-2005,HadGEM2-ES
2003/03/10,-5.36,1986-2005,HadGEM2-ES
2003/03/11,-6.11,1986-2005,HadGEM2-ES
2003/03/12,4.26,1986-2005,HadGEM2-ES
2003/03/13,1.05,1986-2005,HadGEM2-ES
2003/03/14,-4.03,1986-2005,HadGEM2-ES
2003/03/15,0.27,1986-2005,HadGEM2-ES
2003/03/16,-1.34,1986-2005,HadGEM2-ES
2003/03/17,-2.86,1986-2005,HadGEM2-ES
2003/03/18,-2.66,1986-2005,HadGEM2-ES
2003/03/19,-2.79,1986-2005,HadGEM2-ES
2003/03/20,-4.3,1986-2005,HadGEM2-ES
2003/03/21,-3.58,1986-2005,HadGEM2-ES
2003/03/22,0.94,1986-2005,HadGEM2-ES
2003/03/23,2.89,1986-2005,HadGEM2-ES
2003/03/24,1.09,1986-2005,HadGEM2-ES
2003/03/25,3.35,1986-2005,HadGEM2-ES
2003/03/26,7.61,1986-2005,HadGEM2-ES
2003/03/27,12.4,1986-2005,HadGEM2-ES
2003/03/28,5,1986-2005,HadGEM2-ES
2003/03/29,7.57,1986-2005,HadGEM2-ES
2003/03/30,0.64,1986-2005,HadGEM2-ES
2003/04/01,-4.77,1986-2005,HadGEM2-ES
2003/04/02,-4.17,1986-2005,HadGEM2-ES
2003/04/03,1.36,1986-2005,HadGEM2-ES
2003/04/04,0.75,1986-2005,HadGEM2-ES
2003/04/05,-2.99,1986-2005,HadGEM2-ES
2003/04/06,4.48,1986-2005,HadGEM2-ES
2003/04/07,4.55,1986-2005,HadGEM2-ES
2003/04/08,14.7,1986-2005,HadGEM2-ES
2003/04/09,12.42,1986-2005,HadGEM2-ES
2003/04/10,16.65,1986-2005,HadGEM2-ES
2003/04/11,16.09,1986-2005,HadGEM2-ES
2003/04/12,8.29,1986-2005,HadGEM2-ES
2003/04/13,7.59,1986-2005,HadGEM2-ES
2003/04/14,9.89,1986-2005,HadGEM2-ES
2003/04/15,7.37,1986-2005,HadGEM2-ES
2003/04/16,4.11,1986-2005,HadGEM2-ES
2003/04/17,1.48,1986-2005,HadGEM2-ES
2003/04/18,0.56,1986-2005,HadGEM2-ES
2003/04/19,3.55,1986-2005,HadGEM2-ES
2003/04/20,10.72,1986-2005,HadGEM2-ES
2003/04/21,11.24,1986-2005,HadGEM2-ES
2003/04/22,7.5,1986-2005,HadGEM2-ES
2003/04/23,14.87,1986-2005,HadGEM2-ES
2003/04/24,7.8,1986-2005,HadGEM2-ES
2003/04/25,7.83,1986-2005,HadGEM2-ES
2003/04/26,12.17,1986-2005,HadGEM2-ES
2003/04/27,13.82,1986-2005,HadGEM2-ES
2003/04/28,14.09,1986-2005,HadGEM2-ES
2003/04/29,16.23,1986-2005,HadGEM2-ES
2003/04/30,15.22,1986-2005,HadGEM2-ES
2003/05/01,15.59,1986-2005,HadGEM2-ES
2003/05/02,9.83,1986-2005,HadGEM2-ES
2003/05/03,13.81,1986-2005,HadGEM2-ES
2003/05/04,8.08,1986-2005,HadGEM2-ES
2003/05/05,8.48,1986-2005,HadGEM2-ES
2003/05/06,9.83,1986-2005,HadGEM2-ES
2003/05/07,19.2,1986-2005,HadGEM2-ES
2003/05/08,16.13,1986-2005,HadGEM2-ES
2003/05/09,18.76,1986-2005,HadGEM2-ES
2003/05/10,18.26,1986-2005,HadGEM2-ES
2003/05/11,14.2,1986-2005,HadGEM2-ES
2003/05/12,14.98,1986-2005,HadGEM2-ES
2003/05/13,17.71,1986-2005,HadGEM2-ES
2003/05/14,20.06,1986-2005,HadGEM2-ES
2003/05/15,13.72,1986-2005,HadGEM2-ES
2003/05/16,10.93,1986-2005,HadGEM2-ES
2003/05/17,14.72,1986-2005,HadGEM2-ES
2003/05/18,18.39,1986-2005,HadGEM2-ES
2003/05/19,21.64,1986-2005,HadGEM2-ES
2003/05/20,23.95,1986-2005,HadGEM2-ES
2003/05/21,24.06,1986-2005,HadGEM2-ES
2003/05/22,25.62,1986-2005,HadGEM2-ES
2003/05/23,26.3,1986-2005,HadGEM2-ES
2003/05/24,21.62,1986-2005,HadGEM2-ES
2003/05/25,21.84,1986-2005,HadGEM2-ES
2003/05/26,24.22,1986-2005,HadGEM2-ES
2003/05/27,22.09,1986-2005,HadGEM2-ES
2003/05/28,18.02,1986-2005,HadGEM2-ES
2003/05/29,18.82,1986-2005,HadGEM2-ES
2003/05/30,20.08,1986-2005,HadGEM2-ES
2003/06/01,29.91,1986-2005,HadGEM2-ES
2003/06/02,18.29,1986-2005,HadGEM2-ES
2003/06/03,21.31,1986-2005,HadGEM2-ES
2003/06/04,19.4,1986-2005,HadGEM2-ES
2003/06/05,12.68,1986-2005,HadGEM2-ES
2003/06/06,12.35,1986-2005,HadGEM2-ES
2003/06/07,13.05,1986-2005,HadGEM2-ES
2003/06/08,14.45,1986-2005,HadGEM2-ES
2003/06/09,17.27,1986-2005,HadGEM2-ES
2003/06/10,18.86,1986-2005,HadGEM2-ES
2003/06/11,21.24,1986-2005,HadGEM2-ES
2003/06/12,19.17,1986-2005,HadGEM2-ES
2003/06/13,19.88,1986-2005,HadGEM2-ES
2003/06/14,20.56,1986-2005,HadGEM2-ES
2003/06/15,21.77,1986-2005,HadGEM2-ES
2003/06/16,24.39,1986-2005,HadGEM2-ES
2003/06/17,24.06,1986-2005,HadGEM2-ES
2003/06/18,24.33,1986-2005,HadGEM2-ES
2003/06/19,23.37,1986-2005,HadGEM2-ES
2003/06/20,19.9,1986-2005,HadGEM2-ES
2003/06/21,23.19,1986-2005,HadGEM2-ES
2003/06/22,25.59,1986-2005,HadGEM2-ES
2003/06/23,29.31,1986-2005,HadGEM2-ES
2003/06/24,24.92,1986-2005,HadGEM2-ES
2003/06/25,20.12,1986-2005,HadGEM2-ES
2003/06/26,20.36,1986-2005,HadGEM2-ES
2003/06/27,25.86,1986-2005,HadGEM2-ES
2003/06/28,21.15,1986-2005,HadGEM2-ES
2003/06/29,18.81,1986-2005,HadGEM2-ES
2003/06/30,17.49,1986-2005,HadGEM2-ES
2003/07/01,16.36,1986-2005,HadGEM2-ES
2003/07/02,21.73,1986-2005,HadGEM2-ES
2003/07/03,23.14,1986-2005,HadGEM2-ES
2003/07/04,24.84,1986-2005,HadGEM2-ES
2003/07/05,27.72,1986-2005,HadGEM2-ES
2003/07/06,28.83,1986-2005,HadGEM2-ES
2003/07/07,28.89,1986-2005,HadGEM2-ES
2003/07/08,21.71,1986-2005,HadGEM2-ES
2003/07/09,22.14,1986-2005,HadGEM2-ES
2003/07/10,26.42,1986-2005,HadGEM2-ES
2003/07/11,24.89,1986-2005,HadGEM2-ES
2003/07/12,23.87,1986-2005,HadGEM2-ES
2003/07/13,22.57,1986-2005,HadGEM2-ES
2003/07/14,26,1986-2005,HadGEM2-ES
2003/07/15,24.57,1986-2005,HadGEM2-ES
2003/07/16,21.61,1986-2005,HadGEM2-ES
2003/07/17,22.03,1986-2005,HadGEM2-ES
2003/07/18,23.35,1986-2005,HadGEM2-ES
2003/07/19,26.28,1986-2005,HadGEM2-ES
2003/07/20,25.46,1986-2005,HadGEM2-ES
2003/07/21,28.48,1986-2005,HadGEM2-ES
2003/07/22,28.85,1986-2005,HadGEM2-ES
2003/07/23,30.27,1986-2005,HadGEM2-ES
2003/07/24,28.02,1986-2005,HadGEM2-ES
2003/07/25,26.69,1986-2005,HadGEM2-ES
2003/07/26,23.03,1986-2005,HadGEM2-ES
2003/07/27,20.04,1986-2005,HadGEM2-ES
2003/07/28,23.14,1986-2005,HadGEM2-ES
2003/07/29,22.91,1986-2005,HadGEM2-ES
2003/07/30,21.6,1986-2005,HadGEM2-ES
2003/08/01,24.23,1986-2005,HadGEM2-ES
2003/08/02,23.93,1986-2005,HadGEM2-ES
2003/08/03,23.98,1986-2005,HadGEM2-ES
2003/08/04,25.07,1986-2005,HadGEM2-ES
2003/08/05,24.81,1986-2005,HadGEM2-ES
2003/08/06,25.09,1986-2005,HadGEM2-ES
2003/08/07,26.23,1986-2005,HadGEM2-ES
2003/08/08,29.31,1986-2005,HadGEM2-ES
2003/08/09,27.62,1986-2005,HadGEM2-ES
2003/08/10,25.65,1986-2005,HadGEM2-ES
2003/08/11,18.85,1986-2005,HadGEM2-ES
2003/08/12,18.59,1986-2005,HadGEM2-ES
2003/08/13,18.42,1986-2005,HadGEM2-ES
2003/08/14,21.59,1986-2005,HadGEM2-ES
2003/08/15,21.29,1986-2005,HadGEM2-ES
2003/08/16,23.02,1986-2005,HadGEM2-ES
2003/08/17,23.76,1986-2005,HadGEM2-ES
2003/08/18,24.97,1986-2005,HadGEM2-ES
2003/08/19,24.82,1986-2005,HadGEM2-ES
2003/08/20,23.06,1986-2005,HadGEM2-ES
2003/08/21,20.79,1986-2005,HadGEM2-ES
2003/08/22,19.7,1986-2005,HadGEM2-ES
2003/08/23,24.09,1986-2005,HadGEM2-ES
2003/08/24,25.19,1986-2005,HadGEM2-ES
2003/08/25,21.36,1986-2005,HadGEM2-ES
2003/08/26,17.33,1986-2005,HadGEM2-ES
2003/08/27,17.15,1986-2005,HadGEM2-ES
2003/08/28,17.69,1986-2005,HadGEM2-ES
2003/08/29,19.69,1986-2005,HadGEM2-ES
2003/08/30,21.07,1986-2005,HadGEM2-ES
2003/09/01,16.77,1986-2005,HadGEM2-ES
2003/09/02,16.83,1986-2005,HadGEM2-ES
2003/09/03,18.91,1986-2005,HadGEM2-ES
2003/09/04,18.66,1986-2005,HadGEM2-ES
2003/09/05,21.61,1986-2005,HadGEM2-ES
2003/09/06,20.93,1986-2005,HadGEM2-ES
2003/09/07,20.48,1986-2005,HadGEM2-ES
2003/09/08,20.84,1986-2005,HadGEM2-ES
2003/09/09,21.04,1986-2005,HadGEM2-ES
2003/09/10,22.22,1986-2005,HadGEM2-ES
2003/09/11,21.6,1986-2005,HadGEM2-ES
2003/09/12,23.71,1986-2005,HadGEM2-ES
2003/09/13,19.35,1986-2005,HadGEM2-ES
2003/09/14,14.44,1986-2005,HadGEM2-ES
2003/09/15,13.17,1986-2005,HadGEM2-ES
2003/09/16,9.63,1986-2005,HadGEM2-ES
2003/09/17,12.33,1986-2005,HadGEM2-ES
2003/09/18,14.3,1986-2005,HadGEM2-ES
2003/09/19,16.42,1986-2005,HadGEM2-ES
2003/09/20,21.83,1986-2005,HadGEM2-ES
2003/09/21,21.51,1986-2005,HadGEM2-ES
2003/09/22,21.99,1986-2005,HadGEM2-ES
2003/09/23,13.27,1986-2005,HadGEM2-ES
2003/09/24,7.41,1986-2005,HadGEM2-ES
2003/09/25,6.93,1986-2005,HadGEM2-ES
2003/09/26,17.36,1986-2005,HadGEM2-ES
2003/09/27,21.05,1986-2005,HadGEM2-ES
2003/09/28,22.18,1986-2005,HadGEM2-ES
2003/09/29,22.31,1986-2005,HadGEM2-ES
2003/09/30,20.32,1986-2005,HadGEM2-ES
2003/10/01,13.89,1986-2005,HadGEM2-ES
2003/10/02,10.48,1986-2005,HadGEM2-ES
2003/10/03,7.11,1986-2005,HadGEM2-ES
2003/10/04,11.28,1986-2005,HadGEM2-ES
2003/10/05,11.22,1986-2005,HadGEM2-ES
2003/10/06,9.67,1986-2005,HadGEM2-ES
2003/10/07,9.91,1986-2005,HadGEM2-ES
2003/10/08,10.96,1986-2005,HadGEM2-ES
2003/10/09,12.66,1986-2005,HadGEM2-ES
2003/10/10,14.32,1986-2005,HadGEM2-ES
2003/10/11,15.2,1986-2005,HadGEM2-ES
2003/10/12,13.38,1986-2005,HadGEM2-ES
2003/10/13,13.6,1986-2005,HadGEM2-ES
2003/10/14,16.32,1986-2005,HadGEM2-ES
2003/10/15,16.78,1986-2005,HadGEM2-ES
2003/10/16,12.69,1986-2005,HadGEM2-ES
2003/10/17,14.75,1986-2005,HadGEM2-ES
2003/10/18,17.19,1986-2005,HadGEM2-ES
2003/10/19,10.08,1986-2005,HadGEM2-ES
2003/10/20,6.62,1986-2005,HadGEM2-ES
2003/10/21,5.44,1986-2005,HadGEM2-ES
2003/10/22,9.78,1986-2005,HadGEM2-ES
2003/10/23,8.57,1986-2005,HadGEM2-ES
2003/10/24,3.88,1986-2005,HadGEM2-ES
2003/10/25,10.51,1986-2005,HadGEM2-ES
2003/10/26,7.1,1986-2005,HadGEM2-ES
2003/10/27,2.71,1986-2005,HadGEM2-ES
2003/10/28,2.52,1986-2005,HadGEM2-ES
2003/10/29,9.61,1986-2005,HadGEM2-ES
2003/10/30,6.33,1986-2005,HadGEM2-ES
2003/11/01,4.36,1986-2005,HadGEM2-ES
2003/11/02,2.69,1986-2005,HadGEM2-ES
2003/11/03,3.62,1986-2005,HadGEM2-ES
2003/11/04,1.64,1986-2005,HadGEM2-ES
2003/11/05,4.22,1986-2005,HadGEM2-ES
2003/11/06,4.5,1986-2005,HadGEM2-ES
2003/11/07,8.5,1986-2005,HadGEM2-ES
2003/11/08,2.83,1986-2005,HadGEM2-ES
2003/11/09,3.18,1986-2005,HadGEM2-ES
2003/11/10,4.32,1986-2005,HadGEM2-ES
2003/11/11,0.1,1986-2005,HadGEM2-ES
2003/11/12,-0.25,1986-2005,HadGEM2-ES
2003/11/13,0.17,1986-2005,HadGEM2-ES
2003/11/14,-0.34,1986-2005,HadGEM2-ES
2003/11/15,0.31,1986-2005,HadGEM2-ES
2003/11/16,0.28,1986-2005,HadGEM2-ES
2003/11/17,2.92,1986-2005,HadGEM2-ES
2003/11/18,2.46,1986-2005,HadGEM2-ES
2003/11/19,-1.86,1986-2005,HadGEM2-ES
2003/11/20,-2.03,1986-2005,HadGEM2-ES
2003/11/21,-1.12,1986-2005,HadGEM2-ES
2003/11/22,0.7,1986-2005,HadGEM2-ES
2003/11/23,4.4,1986-2005,HadGEM2-ES
2003/11/24,0.07,1986-2005,HadGEM2-ES
2003/11/25,-4.15,1986-2005,HadGEM2-ES
2003/11/26,1.2,1986-2005,HadGEM2-ES
2003/11/27,10.79,1986-2005,HadGEM2-ES
2003/11/28,1.81,1986-2005,HadGEM2-ES
2003/11/29,-0.86,1986-2005,HadGEM2-ES
2003/11/30,-1.63,1986-2005,HadGEM2-ES
2003/12/01,-1.48,1986-2005,HadGEM2-ES
2003/12/02,3.62,1986-2005,HadGEM2-ES
2003/12/03,7,1986-2005,HadGEM2-ES
2003/12/04,3.86,1986-2005,HadGEM2-ES
2003/12/05,-1.6,1986-2005,HadGEM2-ES
2003/12/06,-4.16,1986-2005,HadGEM2-ES
2003/12/07,-7.79,1986-2005,HadGEM2-ES
2003/12/08,0.97,1986-2005,HadGEM2-ES
2003/12/09,1.64,1986-2005,HadGEM2-ES
2003/12/10,2.82,1986-2005,HadGEM2-ES
2003/12/11,8.15,1986-2005,HadGEM2-ES
2003/12/12,2.75,1986-2005,HadGEM2-ES
2003/12/13,6.79,1986-2005,HadGEM2-ES
2003/12/14,3.78,1986-2005,HadGEM2-ES
2003/12/15,-2.96,1986-2005,HadGEM2-ES
2003/12/16,-3.22,1986-2005,HadGEM2-ES
2003/12/17,-1.63,1986-2005,HadGEM2-ES
2003/12/18,7.77,1986-2005,HadGEM2-ES
2003/12/19,0.03,1986-2005,HadGEM2-ES
2003/12/20,5.5,1986-2005,HadGEM2-ES
2003/12/21,4.44,1986-2005,HadGEM2-ES
2003/12/22,-2.63,1986-2005,HadGEM2-ES
2003/12/23,-4.32,1986-2005,HadGEM2-ES
2003/12/24,-0.04,1986-2005,HadGEM2-ES
2003/12/25,2.5,1986-2005,HadGEM2-ES
2003/12/26,-5.7,1986-2005,HadGEM2-ES
2003/12/27,1.44,1986-2005,HadGEM2-ES
2003/12/28,0.93,1986-2005,HadGEM2-ES
2003/12/29,1.09,1986-2005,HadGEM2-ES
2003/12/30,-3.85,1986-2005,HadGEM2-ES
2004/01/01,-2.64,1986-2005,HadGEM2-ES
2004/01/02,-2.75,1986-2005,HadGEM2-ES
2004/01/03,0.97,1986-2005,HadGEM2-ES
2004/01/04,-1.42,1986-2005,HadGEM2-ES
2004/01/05,-4.26,1986-2005,HadGEM2-ES
2004/01/06,-4.33,1986-2005,HadGEM2-ES
2004/01/07,-2.1,1986-2005,HadGEM2-ES
2004/01/08,-9.7,1986-2005,HadGEM2-ES
2004/01/09,-16.05,1986-2005,HadGEM2-ES
2004/01/10,-8.53,1986-2005,HadGEM2-ES
2004/01/11,-12.31,1986-2005,HadGEM2-ES
2004/01/12,-17.34,1986-2005,HadGEM2-ES
2004/01/13,-17.43,1986-2005,HadGEM2-ES
2004/01/14,-17.12,1986-2005,HadGEM2-ES
2004/01/15,-9.76,1986-2005,HadGEM2-ES
2004/01/16,-7.71,1986-2005,HadGEM2-ES
2004/01/17,-6.51,1986-2005,HadGEM2-ES
2004/01/18,-5.52,1986-2005,HadGEM2-ES
2004/01/19,-3.83,1986-2005,HadGEM2-ES
2004/01/20,-7.16,1986-2005,HadGEM2-ES
2004/01/21,-12.87,1986-2005,HadGEM2-ES
2004/01/22,-3.81,1986-2005,HadGEM2-ES
2004/01/23,-7.23,1986-2005,HadGEM2-ES
2004/01/24,-12.3,1986-2005,HadGEM2-ES
2004/01/25,-8.13,1986-2005,HadGEM2-ES
2004/01/26,-12.07,1986-2005,HadGEM2-ES
2004/01/27,-13.18,1986-2005,HadGEM2-ES
2004/01/28,-14.59,1986-2005,HadGEM2-ES
2004/01/29,-5.89,1986-2005,HadGEM2-ES
2004/01/30,0.93,1986-2005,HadGEM2-ES
2004/02/01,-6.78,1986-2005,HadGEM2-ES
2004/02/02,-8.39,1986-2005,HadGEM2-ES
2004/02/03,-4.43,1986-2005,HadGEM2-ES
2004/02/04,-3.87,1986-2005,HadGEM2-ES
2004/02/05,-4.12,1986-2005,HadGEM2-ES
2004/02/06,2.09,1986-2005,HadGEM2-ES
2004/02/07,-0.02,1986-2005,HadGEM2-ES
2004/02/08,-0.59,1986-2005,HadGEM2-ES
2004/02/09,-4.27,1986-2005,HadGEM2-ES
2004/02/10,-5.94,1986-2005,HadGEM2-ES
2004/02/11,-15.11,1986-2005,HadGEM2-ES
2004/02/12,-10.84,1986-2005,HadGEM2-ES
2004/02/13,0.19,1986-2005,HadGEM2-ES
2004/02/14,-1.88,1986-2005,HadGEM2-ES
2004/02/15,-13.89,1986-2005,HadGEM2-ES
2004/02/16,-12.65,1986-2005,HadGEM2-ES
2004/02/17,-12.11,1986-2005,HadGEM2-ES
2004/02/18,-1.23,1986-2005,HadGEM2-ES
2004/02/19,-0.2,1986-2005,HadGEM2-ES
2004/02/20,-0.93,1986-2005,HadGEM2-ES
2004/02/21,-2.22,1986-2005,HadGEM2-ES
2004/02/22,3.23,1986-2005,HadGEM2-ES
2004/02/23,-2.7,1986-2005,HadGEM2-ES
2004/02/24,2.31,1986-2005,HadGEM2-ES
2004/02/25,1.15,1986-2005,HadGEM2-ES
2004/02/26,4.81,1986-2005,HadGEM2-ES
2004/02/27,9.13,1986-2005,HadGEM2-ES
2004/02/28,2.65,1986-2005,HadGEM2-ES
2004/02/29,0.16,1986-2005,HadGEM2-ES
2004/03/01,-1.09,1986-2005,HadGEM2-ES
2004/03/01,-0.4,1986-2005,HadGEM2-ES
2004/03/02,2.89,1986-2005,HadGEM2-ES
2004/03/03,6.19,1986-2005,HadGEM2-ES
2004/03/04,9.9,1986-2005,HadGEM2-ES
2004/03/05,2.45,1986-2005,HadGEM2-ES
2004/03/06,-1.22,1986-2005,HadGEM2-ES
2004/03/07,-2.61,1986-2005,HadGEM2-ES
2004/03/08,-2.13,1986-2005,HadGEM2-ES
2004/03/09,-1.74,1986-2005,HadGEM2-ES
2004/03/10,1.74,1986-2005,HadGEM2-ES
2004/03/11,6.75,1986-2005,HadGEM2-ES
2004/03/12,2.84,1986-2005,HadGEM2-ES
2004/03/13,-1.58,1986-2005,HadGEM2-ES
2004/03/14,1.07,1986-2005,HadGEM2-ES
2004/03/15,1.12,1986-2005,HadGEM2-ES
2004/03/16,-0.62,1986-2005,HadGEM2-ES
2004/03/17,2.42,1986-2005,HadGEM2-ES
2004/03/18,0.53,1986-2005,HadGEM2-ES
2004/03/19,1.3,1986-2005,HadGEM2-ES
2004/03/20,-3.22,1986-2005,HadGEM2-ES
2004/03/21,-0.29,1986-2005,HadGEM2-ES
2004/03/22,1.12,1986-2005,HadGEM2-ES
2004/03/23,1.9,1986-2005,HadGEM2-ES
2004/03/24,0.91,1986-2005,HadGEM2-ES
2004/03/25,1.15,1986-2005,HadGEM2-ES
2004/03/26,-1.24,1986-2005,HadGEM2-ES
2004/03/27,-4.59,1986-2005,HadGEM2-ES
2004/03/28,5.27,1986-2005,HadGEM2-ES
2004/03/29,3.27,1986-2005,HadGEM2-ES
2004/03/30,-3,1986-2005,HadGEM2-ES
2004/04/01,-2.86,1986-2005,HadGEM2-ES
2004/04/02,-0.72,1986-2005,HadGEM2-ES
2004/04/03,5.64,1986-2005,HadGEM2-ES
2004/04/04,11.1,1986-2005,HadGEM2-ES
2004/04/05,8.12,1986-2005,HadGEM2-ES
2004/04/06,5.01,1986-2005,HadGEM2-ES
2004/04/07,5.94,1986-2005,HadGEM2-ES
2004/04/08,8.22,1986-2005,HadGEM2-ES
2004/04/09,2.04,1986-2005,HadGEM2-ES
2004/04/10,5.75,1986-2005,HadGEM2-ES
2004/04/11,11.46,1986-2005,HadGEM2-ES
2004/04/12,13.43,1986-2005,HadGEM2-ES
2004/04/13,7.2,1986-2005,HadGEM2-ES
2004/04/14,6.37,1986-2005,HadGEM2-ES
2004/04/15,5.65,1986-2005,HadGEM2-ES
2004/04/16,7.23,1986-2005,HadGEM2-ES
2004/04/17,13.55,1986-2005,HadGEM2-ES
2004/04/18,13.79,1986-2005,HadGEM2-ES
2004/04/19,11.35,1986-2005,HadGEM2-ES
2004/04/20,7.67,1986-2005,HadGEM2-ES
2004/04/21,4.14,1986-2005,HadGEM2-ES
2004/04/22,4.48,1986-2005,HadGEM2-ES
2004/04/23,3.77,1986-2005,HadGEM2-ES
2004/04/24,6.45,1986-2005,HadGEM2-ES
2004/04/25,5.84,1986-2005,HadGEM2-ES
2004/04/26,13.99,1986-2005,HadGEM2-ES
